"PSComputerName","State","Name","ProcessID","Description","PathName","Started","StartMode","StartName"
"DELLWIN10","Running","CDPSvc","9512","This service is used for Connected Devices Platform scenarios","C:\Windows\system32\svchost.exe -k LocalService -p","True","Auto","NT AUTHORITY\LocalService"
"DELLWIN10","Running","CDPUserSvc_1a12ac","432","This user service is used for Connected Devices Platform scenarios","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","True","Auto",
"DELLWIN10","Running","CertPropSvc","4720","Copies user certificates and root certificates from smart cards into the current user's certificate store, detects when a smart card is inserted into a smart card reader, and, if needed, installs the smart card Plug and Play minidriver.","C:\Windows\system32\svchost.exe -k netsvcs","True","Manual","LocalSystem"
"DELLWIN10","Running","CoreMessagingRegistrar","1580","Manages communication between system components.","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p","True","Auto","NT AUTHORITY\LocalService"
"DELLWIN10","Running","CryptSvc","3416","Provides three management services: Catalog Database Service, which confirms the signatures of Windows files and allows new programs to be installed; Protected Root Service, which adds and removes Trusted Root Certification Authority certificates from this computer; and Automatic Root Certificate Update Service, which retrieves root certificates from Windows Update and enable scenarios such as SSL. If this service is stopped, these management services will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k NetworkService -p","True","Auto","NT Authority\NetworkService"
"DELLWIN10","Running","DcomLaunch","792","The DCOMLAUNCH service launches COM and DCOM servers in response to object activation requests. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the DCOMLAUNCH service running.","C:\Windows\system32\svchost.exe -k DcomLaunch -p","True","Auto","LocalSystem"
"DELLWIN10","Running","DeviceAssociationService","3424","Enables pairing between the system and wired or wireless devices.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","True","Auto","LocalSystem"
"DELLWIN10","Running","Dhcp","1136","Registers and updates IP addresses and DNS records for this computer. If this service is stopped, this computer will not receive dynamic IP addresses and DNS updates. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","True","Auto","NT Authority\LocalService"
"DELLWIN10","Running","DiagTrack","3496","The Connected User Experiences and Telemetry service enables features that support in-application and connected user experiences. Additionally, this service manages the event driven collection and transmission of diagnostic and usage information (used to improve the experience and quality of the Windows Platform) when the diagnostics and usage privacy option settings are enabled under Feedback and Diagnostics.","C:\Windows\System32\svchost.exe -k utcsvc -p","True","Auto","LocalSystem"
"DELLWIN10","Running","Dnscache","1260","The DNS Client service (dnscache) caches Domain Name System (DNS) names and registers the full computer name for this computer. If the service is stopped, DNS names will continue to be resolved. However, the results of DNS name queries will not be cached and the computer's name will not be registered. If the service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k NetworkService -p","True","Auto","NT AUTHORITY\NetworkService"
"DELLWIN10","Running","DoSvc","9804","Performs content delivery optimization tasks","C:\Windows\System32\svchost.exe -k NetworkService -p","True","Auto","NT Authority\NetworkService"
"DELLWIN10","Running","DPS","3432","The Diagnostic Policy Service enables problem detection, troubleshooting and resolution for Windows components.  If this service is stopped, diagnostics will no longer function.","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p","True","Auto","NT AUTHORITY\LocalService"
"DELLWIN10","Running","DsSvc","5604","Provides data brokering between applications.","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","True","Manual","LocalSystem"
"DELLWIN10","Running","DusmSvc","2660","Network data usage, data limit, restrict background data, metered networks.","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","True","Auto","NT Authority\LocalService"
"DELLWIN10","Running","EventLog","1704","This service manages events and event logs. It supports logging events, querying events, subscribing to events, archiving event logs, and managing event metadata. It can display events in both XML and plain text format. Stopping this service may compromise security and reliability of the system.","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","True","Auto","NT AUTHORITY\LocalService"
"DELLWIN10","Running","EventSystem","1808","Supports System Event Notification Service (SENS), which provides automatic distribution of events to subscribing Component Object Model (COM) components. If the service is stopped, SENS will close and will not be able to provide logon and logoff notifications. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalService -p","True","Auto","NT AUTHORITY\LocalService"
"DELLWIN10","Running","FontCache","2032","Optimizes performance of applications by caching commonly used font data. Applications will start this service if it is not already running. It can be disabled, though doing so will degrade application performance.","C:\Windows\system32\svchost.exe -k LocalService -p","True","Auto","NT AUTHORITY\LocalService"
"DELLWIN10","Running","IKEEXT","3440","The IKEEXT service hosts the Internet Key Exchange (IKE) and Authenticated Internet Protocol (AuthIP) keying modules. These keying modules are used for authentication and key exchange in Internet Protocol security (IPsec). Stopping or disabling the IKEEXT service will disable IKE and AuthIP key exchange with peer computers. IPsec is typically configured to use IKE or AuthIP; therefore, stopping or disabling the IKEEXT service might result in an IPsec failure and might compromise the security of the system. It is strongly recommended that you have the IKEEXT service running.","C:\Windows\system32\svchost.exe -k netsvcs -p","True","Auto","LocalSystem"
"DELLWIN10","Running","iphlpsvc","2288","Provides tunnel connectivity using IPv6 transition technologies (6to4, ISATAP, Port Proxy, and Teredo), and IP-HTTPS. If this service is stopped, the computer will not have the enhanced connectivity benefits that these technologies offer.","C:\Windows\System32\svchost.exe -k NetSvcs -p","True","Auto","LocalSystem"
"DELLWIN10","Running","KeyIso","640","The CNG key isolation service is hosted in the LSA process. The service provides key process isolation to private keys and associated cryptographic operations as required by the Common Criteria. The service stores and uses long-lived keys in a secure process complying with Common Criteria requirements.","C:\Windows\system32\lsass.exe","True","Manual","LocalSystem"
"DELLWIN10","Running","LanmanServer","3452","Supports file, print, and named-pipe sharing over the network for this computer. If this service is stopped, these functions will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs -p","True","Auto","LocalSystem"
"DELLWIN10","Running","LanmanWorkstation","3232","Creates and maintains client network connections to remote servers using the SMB protocol. If this service is stopped, these connections will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k NetworkService -p","True","Auto","NT AUTHORITY\NetworkService"
"DELLWIN10","Running","lfsvc","1896","This service monitors the current location of the system and manages geofences (a geographical location with associated events).  If you turn off this service, applications will be unable to use or receive notifications for geolocation or geofences.","C:\Windows\system32\svchost.exe -k netsvcs -p","True","Manual","LocalSystem"
"DELLWIN10","Running","LicenseManager","3068","Provides infrastructure support for the Microsoft Store.  This service is started on demand and if disabled then content acquired through the Microsoft Store will not function properly.","C:\Windows\System32\svchost.exe -k LocalService -p","True","Manual","NT Authority\LocalService"
"DELLWIN10","Running","lmhosts","1044","Provides support for the NetBIOS over TCP/IP (NetBT) service and NetBIOS name resolution for clients on the network, therefore enabling users to share files, print, and log on to the network. If this service is stopped, these functions might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","True","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Running","LSM","924","Core Windows Service that manages local user sessions. Stopping or disabling this service will result in system instability.","C:\Windows\system32\svchost.exe -k DcomLaunch -p","True","Auto","LocalSystem"
"DELLWIN10","Running","mpssvc","1580","Windows Defender Firewall helps protect your computer by preventing unauthorized users from gaining access to your computer through the Internet or a network.","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p","True","Auto","NT Authority\LocalService"
"DELLWIN10","Running","NcbService","1112","Brokers connections that allow Windows Store Apps to receive notifications from the internet.","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","True","Manual","LocalSystem"
"DELLWIN10","Running","Netlogon","640","Maintains a secure channel between this computer and the domain controller for authenticating users and services. If this service is stopped, the computer may not authenticate users and services and the domain controller cannot register DNS records. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\lsass.exe","True","Auto","LocalSystem"
"DELLWIN10","Running","netprofm","2792","Identifies the networks to which the computer has connected, collects and stores properties for these networks, and notifies applications when these properties change.","C:\Windows\System32\svchost.exe -k LocalService -p","True","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Running","NlaSvc","2512","Collects and stores configuration information for the network and notifies programs when this information is modified. If this service is stopped, configuration information might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k NetworkService -p","True","Auto","NT AUTHORITY\NetworkService"
"DELLWIN10","Running","nordvpn-service","3480",,"""C:\Program Files (x86)\NordVPN\nordvpn-service.exe""","True","Auto","LocalSystem"
"DELLWIN10","Running","nsi","1028","This service delivers network notifications (e.g. interface addition/deleting etc) to user mode clients. Stopping this service will cause loss of network connectivity. If this service is disabled, any other services that explicitly depend on this service will fail to start.","C:\Windows\system32\svchost.exe -k LocalService -p","True","Auto","NT Authority\LocalService"
"DELLWIN10","Running","OneSyncSvc_1a12ac","8184","This service synchronizes mail, contacts, calendar and various other user data. Mail and other applications dependent on this functionality will not work properly when this service is not running.","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","True","Auto",
"DELLWIN10","Running","PcaSvc","6820","This service provides support for the Program Compatibility Assistant (PCA).  PCA monitors programs installed and run by the user and detects known compatibility problems. If this service is stopped, PCA will not function properly.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","True","Manual","LocalSystem"
"DELLWIN10","Running","PimIndexMaintenanceSvc_1a12ac","8184","Indexes contact data for fast contact searching. If you stop or disable this service, contacts might be missing from your search results.","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","True","Manual",
"DELLWIN10","Running","PlugPlay","764","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.","C:\Windows\system32\svchost.exe -k DcomLaunch -p","True","Manual","LocalSystem"
"DELLWIN10","Running","PolicyAgent","4620","Internet Protocol security (IPsec) supports network-level peer authentication, data origin authentication, data integrity, data confidentiality (encryption), and replay protection.  This service enforces IPsec policies created through the IP Security Policies snap-in or the command-line tool ""netsh ipsec"".  If you stop this service, you may experience network connectivity issues if your policy requires that connections use IPsec.  Also,remote management of Windows Defender Firewall is not available when this service is stopped.","C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted -p","True","Manual","NT Authority\NetworkService"
"DELLWIN10","Running","Power","792","Manages power policy and power policy notification delivery.","C:\Windows\system32\svchost.exe -k DcomLaunch -p","True","Auto","LocalSystem"
"DELLWIN10","Running","PrintWorkflowUserSvc_1a12ac","10204","Print Workflow","C:\Windows\system32\svchost.exe -k PrintWorkflow","True","Manual",
"DELLWIN10","Running","ProfSvc","1332","This service is responsible for loading and unloading user profiles. If this service is stopped or disabled, users will no longer be able to successfully sign in or sign out, apps might have problems getting to users' data, and components registered to receive profile event notifications won't receive them.","C:\Windows\system32\svchost.exe -k netsvcs -p","True","Auto","LocalSystem"
"DELLWIN10","Running","RasMan","4860","Manages dial-up and virtual private network (VPN) connections from this computer to the Internet or other remote networks. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k netsvcs","True","Auto","localSystem"
"DELLWIN10","Running","RmSvc","6060","Radio Management and Airplane Mode Service","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","True","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Running","RpcEptMapper","872","Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.","C:\Windows\system32\svchost.exe -k RPCSS -p","True","Auto","NT AUTHORITY\NetworkService"
"DELLWIN10","Running","RpcSs","872","The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests, object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running.","C:\Windows\system32\svchost.exe -k rpcss -p","True","Auto","NT AUTHORITY\NetworkService"
"DELLWIN10","Running","SamSs","640","The startup of this service signals other services that the Security Accounts Manager (SAM) is ready to accept requests.  Disabling this service will prevent other services in the system from being notified when the SAM is ready, which may in turn cause those services to fail to start correctly. This service should not be disabled.","C:\Windows\system32\lsass.exe","True","Auto","LocalSystem"
"DELLWIN10","Running","SbieSvc","2404",,"""C:\Program Files\Sandboxie\SbieSvc.exe""","True","Auto","LocalSystem"
"DELLWIN10","Running","SCardSvr","4732","Manages access to smart cards read by this computer. If this service is stopped, this computer will be unable to read smart cards. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","True","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Running","Schedule","1268","Enables a user to configure and schedule automated tasks on this computer. The service also hosts multiple Windows system-critical tasks. If this service is stopped or disabled, these tasks will not be run at their scheduled times. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs -p","True","Auto","LocalSystem"
"DELLWIN10","Running","SecurityHealthService","3652","Windows Defender Security Center Service handles unified device protection and health information","C:\Windows\system32\SecurityHealthService.exe","True","Auto","LocalSystem"
"DELLWIN10","Running","sedsvc","9772","Remediates Windows Update Components","""C:\Program Files\rempl\sedsvc.exe""","True","Auto","LocalSystem"
"DELLWIN10","Running","SEMgrSvc","1524","Manages payments and Near Field Communication (NFC) based secure elements.","C:\Windows\system32\svchost.exe -k LocalService -p","True","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Running","SENS","1984","Monitors system events and notifies subscribers to COM+ Event System of these events.","C:\Windows\system32\svchost.exe -k netsvcs -p","True","Auto","LocalSystem"
"DELLWIN10","Running","SgrmBroker","8344","Monitors and attests to the integrity of the Windows platform.","C:\Windows\system32\SgrmBroker.exe","True","Auto","LocalSystem"
"DELLWIN10","Running","ShellHWDetection","2640","Provides notifications for AutoPlay hardware events.","C:\Windows\System32\svchost.exe -k netsvcs -p","True","Auto","LocalSystem"
"DELLWIN10","Running","Spooler","3160","This service spools print jobs and handles interaction with the printer.  If you turn off this service, you won?t be able to print or see your printers.","C:\Windows\System32\spoolsv.exe","True","Auto","LocalSystem"
"DELLWIN10","Running","SSDPSRV","5008","Discovers networked devices and services that use the SSDP discovery protocol, such as UPnP devices. Also announces SSDP devices and services running on the local computer. If this service is stopped, SSDP-based devices will not be discovered. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","True","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Running","SstpSvc","3972","Provides support for the Secure Socket Tunneling Protocol (SSTP) to connect to remote computers using VPN. If this service is disabled, users will not be able to use SSTP to access remote servers.","C:\Windows\system32\svchost.exe -k LocalService -p","True","Manual","NT Authority\LocalService"
"DELLWIN10","Running","SSUService","3604","Splashtop software updater enables updates and enhancements to the SmartView browser extension.","C:\Program Files (x86)\Splashtop\Splashtop Software Updater\SSUService.exe","True","Auto","LocalSystem"
"DELLWIN10","Running","StateRepository","2476","Provides required infrastructure support for the application model.","C:\Windows\system32\svchost.exe -k appmodel -p","True","Manual","LocalSystem"
"DELLWIN10","Running","stisvc","3640","Provides image acquisition services for scanners and cameras","C:\Windows\system32\svchost.exe -k imgsvc","True","Auto","NT Authority\LocalService"
"DELLWIN10","Running","StorSvc","8020","Provides enabling services for storage settings and external storage expansion","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","True","Manual","LocalSystem"
"DELLWIN10","Running","SysMain","1796","Maintains and improves system performance over time.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","True","Auto","LocalSystem"
"DELLWIN10","Running","SystemEventsBroker","792","Coordinates execution of background work for WinRT application. If this service is stopped or disabled, then background work might not be triggered.","C:\Windows\system32\svchost.exe -k DcomLaunch -p","True","Auto","LocalSystem"
"DELLWIN10","Running","TabletInputService","6212","Enables Touch Keyboard and Handwriting Panel pen and ink functionality","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","True","Manual","LocalSystem"
"DELLWIN10","Running","TapiSrv","3572","Provides Telephony API (TAPI) support for programs that control telephony devices on the local computer and, through the LAN, on servers that are also running the service.","C:\Windows\System32\svchost.exe -k NetworkService -p","True","Manual","NT AUTHORITY\NetworkService"
"DELLWIN10","Running","Themes","1788","Provides user experience theme management.","C:\Windows\System32\svchost.exe -k netsvcs -p","True","Auto","LocalSystem"
"DELLWIN10","Running","TimeBrokerSvc","1120","Coordinates execution of background work for WinRT application. If this service is stopped or disabled, then background work might not be triggered.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","True","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Running","TokenBroker","7048","This service is used by Web Account Manager to provide single-sign-on to apps and services.","C:\Windows\system32\svchost.exe -k netsvcs -p","True","Manual","LocalSystem"
"DELLWIN10","Running","TrkWks","3664","Maintains links between NTFS files within a computer or across computers in a network.","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","True","Auto","LocalSystem"
"DELLWIN10","Running","TrustedInstaller","8132","Enables installation, modification, and removal of Windows updates and optional components. If this service is disabled, install or uninstall of Windows updates might fail for this computer.","C:\Windows\servicing\TrustedInstaller.exe","True","Manual","localSystem"
"DELLWIN10","Running","UnistoreSvc_1a12ac","8184","Handles storage of structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","C:\Windows\System32\svchost.exe -k UnistackSvcGroup","True","Manual",
"DELLWIN10","Running","UserDataSvc_1a12ac","8184","Provides apps access to structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","True","Manual",
"DELLWIN10","Running","UserManager","1512","User Manager provides the runtime components required for multi-user interaction.  If this service is stopped, some applications may not operate correctly.","C:\Windows\system32\svchost.exe -k netsvcs -p","True","Auto","LocalSystem"
"DELLWIN10","Running","UsoSvc","5496","Manages Windows Updates. If stopped, your devices will not be able download and install latest udpates.","C:\Windows\system32\svchost.exe -k netsvcs -p","True","Auto","LocalSystem"
"DELLWIN10","Running","VaultSvc","640","Provides secure storage and retrieval of credentials to users, applications and security service packages.","C:\Windows\system32\lsass.exe","True","Manual","LocalSystem"
"DELLWIN10","Running","VMAuthdService","3676","Authorization and authentication service for starting and accessing virtual machines.","""C:\Program Files (x86)\VMware\VMware Workstation\vmware-authd.exe""","True","Auto","LocalSystem"
"DELLWIN10","Running","VMnetDHCP","3704","DHCP service for virtual networks.
","C:\Windows\SysWOW64\vmnetdhcp.exe","True","Auto","LocalSystem"
"DELLWIN10","Running","VMUSBArbService","3744","Arbitration and enumeration of USB devices for virtual machines","""C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator64.exe""","True","Auto","LocalSystem"
"DELLWIN10","Running","VMware NAT Service","3768","Network address translation for virtual networks.
","C:\Windows\SysWOW64\vmnat.exe","True","Auto","LocalSystem"
"DELLWIN10","Running","VMwareHostd","4588","Remote access service for registration and management of virtual machines.","""C:\Program Files (x86)\VMware\VMware Workstation\vmware-hostd.exe"" -u ""C:\ProgramData\VMware\hostd\config.xml""","True","Auto","LocalSystem"
"DELLWIN10","Running","W32Time","1036","Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalService","True","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Running","Wcmsvc","2672","Makes automatic connect/disconnect decisions based on the network connectivity options currently available to the PC and enables management of network connectivity based on Group Policy settings.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","True","Auto","NT Authority\LocalService"
"DELLWIN10","Running","WdiServiceHost","4260","The Diagnostic Service Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local Service context.  If this service is stopped, any diagnostics that depend on it will no longer function.","C:\Windows\System32\svchost.exe -k LocalService -p","True","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Running","WdNisSvc","5176","Helps guard against intrusion attempts targeting known and newly discovered vulnerabilities in network protocols","""C:\ProgramData\Microsoft\Windows Defender\platform\4.18.1810.5-0\NisSrv.exe""","True","Manual","NT AUTHORITY\NetworkService"
"DELLWIN10","Running","WinDefend","3828","Helps protect users from malware and other potentially unwanted software","""C:\ProgramData\Microsoft\Windows Defender\platform\4.18.1810.5-0\MsMpEng.exe""","True","Auto","LocalSystem"
"DELLWIN10","Running","WinHttpAutoProxySvc","2188","WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition, WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (WPAD) protocol.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","True","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Running","Winmgmt","2224","Provides a common interface and object model to access management information about operating system, devices, applications and services. If this service is stopped, most Windows-based software will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs -p","True","Auto","localSystem"
"DELLWIN10","Running","WinRM","3812","Windows Remote Management (WinRM) service implements the WS-Management protocol for remote management. WS-Management is a standard web services protocol used for remote software and hardware management. The WinRM service listens on the network for WS-Management requests and processes them. The WinRM Service needs to be configured with a listener using winrm.cmd command line tool or through Group Policy in order for it to listen over the network. The WinRM service provides access to WMI data and enables event collection. Event collection and subscription to events require that the service is running. WinRM messages use HTTP and HTTPS as transports. The WinRM service does not depend on IIS but is preconfigured to share a port with IIS on the same machine.  The WinRM service reserves the /wsman URL prefix. To prevent conflicts with IIS, administrators should ensure that any websites hosted on IIS do not use the /wsman URL prefix.","C:\Windows\System32\svchost.exe -k NetworkService -p","True","Auto","NT AUTHORITY\NetworkService"
"DELLWIN10","Running","WlanSvc","3052","The WLANSVC service provides the logic required to configure, discover, connect to, and disconnect from a wireless local area network (WLAN) as defined by IEEE 802.11 standards. It also contains the logic to turn your computer into a software access point so that other devices or computers can connect to your computer wirelessly using a WLAN adapter that can support this. Stopping or disabling the WLANSVC service will make all WLAN adapters on your computer inaccessible from the Windows networking UI. It is strongly recommended that you have the WLANSVC service running if your computer has a WLAN adapter.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","True","Auto","LocalSystem"
"DELLWIN10","Running","WpnService","3820","This service runs in session 0 and hosts the notification platform and connection provider which handles the connection between the device and WNS server.","C:\Windows\system32\svchost.exe -k netsvcs -p","True","Auto","LocalSystem"
"DELLWIN10","Running","WpnUserService_1a12ac","2452","This service hosts Windows notification platform which provides support for local and push notifications. Supported notifications are tile, toast and raw.","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","True","Auto",
"DELLWIN10","Running","wscsvc","8240","The WSCSVC (Windows Security Center) service monitors and reports security health settings on the computer.  The health settings include firewall (on/off), antivirus (on/off/out of date), antispyware (on/off/out of date), Windows Update (automatically/manually download and install updates), User Account Control (on/off), and Internet settings (recommended/not recommended). The service provides COM APIs for independent software vendors to register and record the state of their products to the Security Center service.  The Security and Maintenance UI uses the service to provide systray alerts and a graphical view of the security health states in the Security and Maintenance control panel.  Network Access Protection (NAP) uses the service to report the security health states of clients to the NAP Network Policy Server to make network quarantine decisions.  The service also has a public API that allows external consumers to programmatically retrieve the aggregated security health state of the system.","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","True","Auto","NT AUTHORITY\LocalService"
"DELLWIN10","Running","WSearch","8372","Provides content indexing, property caching, and search results for files, e-mail, and other content.","C:\Windows\system32\SearchIndexer.exe /Embedding","True","Auto","LocalSystem"
"DELLWIN10","Stopped","AJRouter","0","Routes AllJoyn messages for the local AllJoyn clients. If this service is stopped the AllJoyn clients that do not have their own bundled routers will be unable to run.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","ALG","0","Provides support for 3rd party protocol plug-ins for Internet Connection Sharing","C:\Windows\System32\alg.exe","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","AppIDSvc","0","Determines and verifies the identity of an application. Disabling this service will prevent AppLocker from being enforced.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","False","Manual","NT Authority\LocalService"
"DELLWIN10","Stopped","AppReadiness","0","Gets apps ready for use the first time a user signs in to this PC and when adding new apps.","C:\Windows\System32\svchost.exe -k AppReadiness -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","AppVClient","0","Manages App-V users and virtual applications","C:\Windows\system32\AppVClient.exe","False","Disabled","LocalSystem"
"DELLWIN10","Stopped","AppXSvc","0","Provides infrastructure support for deploying Store applications. This service is started on demand and if disabled Store applications will not be deployed to the system, and may not function properly.","C:\Windows\system32\svchost.exe -k wsappx -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","AssignedAccessManagerSvc","0","AssignedAccessManager Local Server","C:\Windows\system32\svchost.exe -k AssignedAccessManagerSvc","False","Manual","LocalSystem"
"DELLWIN10","Stopped","AxInstSV","0","Provides User Account Control validation for the installation of ActiveX controls from the Internet and enables management of ActiveX control installation based on Group Policy settings. This service is started on demand and if disabled the installation of ActiveX controls will behave according to default browser settings.","C:\Windows\system32\svchost.exe -k AxInstSVGroup","False","Manual","LocalSystem"
